e3 -- -- -- -- 50 	sty
e3 -- -- -- -- 51 	msy
e3 -- -- -- -- 54 	ny
e3 -- -- -- -- 55 	cly
e3 -- -- -- -- 56 	oy
e3 -- -- -- -- 57 	xy
e3 -- -- -- -- 58 	ly
e3 -- -- -- -- 59 	cy
e3 -- -- -- -- 5a 	ay
e3 -- -- -- -- 5b 	sy
e3 -- -- -- -- 5c 	mfy
e3 -- -- -- -- 5e 	aly
e3 -- -- -- -- 5f 	sly
e3 -- -- -- -- 70 	sthy
e3 -- -- -- -- 71 	lay
e3 -- -- -- -- 72 	stcy
e3 -- -- -- -- 73 	icy
e3 -- -- -- -- 75 	laey
e3 -- -- -- -- 76 	lb
e3 -- -- -- -- 77 	lgb
e3 -- -- -- -- 78 	lhy
e3 -- -- -- -- 79 	chy
e3 -- -- -- -- 7a 	ahy
e3 -- -- -- -- 7b 	shy
e3 -- -- -- -- 7c 	mhy
e3 -- -- -- -- 80 	ng
e3 -- -- -- -- 81 	og
e3 -- -- -- -- 82 	xg
e3 -- -- -- -- 85 	lgat
e3 -- -- -- -- 86 	mlg
e3 -- -- -- -- 87 	dlg
e3 -- -- -- -- 88 	alcg
e3 -- -- -- -- 89 	slbg
e3 -- -- -- -- 8e 	stpq
e3 -- -- -- -- 8f 	lpq
e3 -- -- -- -- 90 	llgc
e3 -- -- -- -- 91 	llgh
e3 -- -- -- -- 94 	llc
e3 -- -- -- -- 95 	llh
e3 -- -- -- -- 96 	ml
e3 -- -- -- -- 97 	dl
e3 -- -- -- -- 98 	alc
e3 -- -- -- -- 99 	slb
e3 -- -- -- -- 9c 	llgtat
e3 -- -- -- -- 9d 	llgfat
e3 -- -- -- -- 9f 	lat
e3 -- -- -- -- c0 	lbh
e3 -- -- -- -- c2 	llch
e3 -- -- -- -- c3 	stch
e3 -- -- -- -- c4 	lhh
e3 -- -- -- -- c6 	llhh
e3 -- -- -- -- c7 	sthh
e3 -- -- -- -- c8 	lfhat
e3 -- -- -- -- ca 	lfh
e3 -- -- -- -- cb 	stfh
e3 -- -- -- -- cd 	chf
e3 -- -- -- -- cf 	clhf
e5 00 -- -- -- -- 	lasp
e5 01 -- -- -- -- 	tprot
e5 02 -- -- -- -- 	strag
e5 0e -- -- -- -- 	mvcsk
e5 0f -- -- -- -- 	mvcdk
e5 44 -- -- -- -- 	mvhhi
e5 48 -- -- -- -- 	mvghi
e5 4c -- -- -- -- 	mvhi
e5 54 -- -- -- -- 	chhsi
e5 55 -- -- -- -- 	clhhsi
e5 58 -- -- -- -- 	cghsi
e5 59 -- -- -- -- 	clghsi
e5 5c -- -- -- -- 	chsi
e5 5d -- -- -- -- 	clfhsi
e5 60 -- -- -- -- 	tbegin
e5 61 -- -- -- -- 	tbeginc
e8 -- -- -- -- -- 	mvcin
e9 -- -- -- -- -- 	pka
ea -- -- -- -- -- 	unpka
eb -- -- -- -- 04 	lmg
eb -- -- -- -- 0a 	srag
eb -- -- -- -- 0b 	slag
eb -- -- -- -- 0c 	srlg
eb -- -- -- -- 0d 	sllg
eb -- -- -- -- 0f 	tracg
eb -- -- -- -- 14 	csy
eb -- -- -- -- 1c 	rllg
eb -- -- -- -- 1d 	rll
eb -- -- -- -- 20 	clmh
eb -- -- -- -- 21 	clmy
eb -- -- -- -- 23 	clt
eb -- -- -- -- 24 	stmg
eb -- -- -- -- 25 	stctg
eb -- -- -- -- 26 	stmh
eb -- -- -- -- 2b 	clgt
eb -- -- -- -- 2c 	stcmh
eb -- -- -- -- 2d 	stcmy
eb -- -- -- -- 2f 	lctlg
eb -- -- -- -- 30 	csg
eb -- -- -- -- 31 	cdsy
eb -- -- -- -- 3e 	cdsg
eb -- -- -- -- 44 	bxhg
eb -- -- -- -- 45 	bxleg
eb -- -- -- -- 4c 	ecag
eb -- -- -- -- 51 	tmy
eb -- -- -- -- 52 	mviy
eb -- -- -- -- 54 	niy
eb -- -- -- -- 55 	cliy
eb -- -- -- -- 56 	oiy
eb -- -- -- -- 57 	xiy
eb -- -- -- -- 6a 	asi
eb -- -- -- -- 6e 	alsi
eb -- -- -- -- 7a 	agsi
eb -- -- -- -- 7e 	algsi
eb -- -- -- -- 80 	icmh
eb -- -- -- -- 81 	icmy
eb -- -- -- -- 8e 	mvclu
eb -- -- -- -- 8f 	clclu
eb -- -- -- -- 90 	stmy
eb -- -- -- -- 96 	lmh
eb -- -- -- -- 98 	lmy
eb -- -- -- -- 9a 	lamy
eb -- -- -- -- 9b 	stamy
eb -- -- -- -- dc 	srak
eb -- -- -- -- dd 	slak
eb -- -- -- -- de 	srlk
eb -- -- -- -- df 	sllk
eb -- -- -- -- e2 	locg
eb -- -- -- -- e3 	stocg
eb -- -- -- -- e4 	lang
eb -- -- -- -- e6 	laog
eb -- -- -- -- e7 	laxg
eb -- -- -- -- e8 	laag
eb -- -- -- -- ea 	laalg
eb -- -- -- -- f2 	loc
eb -- -- -- -- f3 	stoc
eb -- -- -- -- f4 	lan
eb -- -- -- -- f6 	lao
eb -- -- -- -- f7 	lax
eb -- -- -- -- f8 	laa
eb -- -- -- -- fa 	laal
eb -1 -- -- -- e2 	locgo
eb -1 -- -- -- e3 	stocgo
eb -1 -- -- -- f2 	loco
eb -1 -- -- -- f3 	stoco
eb -2 -- -- -- 23 	clth
eb -2 -- -- -- 2b 	clgth
eb -2 -- -- -- e2 	locgh
eb -2 -- -- -- e3 	stocgh
eb -2 -- -- -- f2 	loch
eb -2 -- -- -- f3 	stoch
eb -3 -- -- -- e2 	locgnle
eb -3 -- -- -- e3 	stocgnle
eb -3 -- -- -- f2 	locnle
eb -3 -- -- -- f3 	stocnle
eb -4 -- -- -- 23 	cltl
eb -4 -- -- -- 2b 	clgtl
eb -4 -- -- -- e2 	locgl
eb -4 -- -- -- e3 	stocgl
eb -4 -- -- -- f2 	locl
eb -4 -- -- -- f3 	stocl
eb -5 -- -- -- e2 	locgnhe
eb -5 -- -- -- e3 	stocgnhe
eb -5 -- -- -- f2 	locnhe
eb -5 -- -- -- f3 	stocnhe
eb -6 -- -- -- 23 	cltne
eb -6 -- -- -- 2b 	clgtne
eb -6 -- -- -- e2 	locglh
eb -6 -- -- -- e3 	stocglh
eb -6 -- -- -- f2 	loclh
eb -6 -- -- -- f3 	stoclh
eb -7 -- -- -- e2 	locgne
eb -7 -- -- -- e3 	stocgne
eb -7 -- -- -- f2 	locne
eb -7 -- -- -- f3 	stocne
eb -8 -- -- -- 23 	clte
eb -8 -- -- -- 2b 	clgte
eb -8 -- -- -- e2 	locge
eb -8 -- -- -- e3 	stocge
eb -8 -- -- -- f2 	loce
eb -8 -- -- -- f3 	stoce
eb -9 -- -- -- e2 	locgnlh
eb -9 -- -- -- e3 	stocgnlh
eb -9 -- -- -- f2 	locnlh
eb -9 -- -- -- f3 	stocnlh
eb -a -- -- -- 23 	cltnl
eb -a -- -- -- 2b 	clgtnl
eb -a -- -- -- e2 	locghe
eb -a -- -- -- e3 	stocghe
eb -a -- -- -- f2 	loche
eb -a -- -- -- f3 	stoche
eb -b -- -- -- e2 	locgnl
eb -b -- -- -- e3 	stocgnl
eb -b -- -- -- f2 	locnl
eb -b -- -- -- f3 	stocnl
eb -c -- -- -- 23 	cltnh
eb -c -- -- -- 2b 	clgtnh
eb -c -- -- -- e2 	locgle
eb -c -- -- -- e3 	stocgle
eb -c -- -- -- f2 	locle
eb -c -- -- -- f3 	stocle
eb -d -- -- -- e2 	locgnh
eb -d -- -- -- e3 	stocgnh
eb -d -- -- -- f2 	locnh
eb -d -- -- -- f3 	stocnh
eb -e -- -- -- e2 	locgno
